Título,Vínculo,Fecha,Contenido
Analiza la UE los peligros para su seguridad por la guerra en Medio Oriente,https://www.jornada.com.mx/2023/10/20/politica/006n1pol?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","Bruselas. Los ministros del Interior de la Unión Europea (UE) examinaron ayer, por primera vez desde la guerra con la que Israel respondió contra la población de la franja de Gaza a una ofensiva de Hamas, si la violencia en Medio Oriente puede tener como consecuencia un aumento de la “radicalización y la polarización” en los países del bloque europeo que plantee un riesgo para la seguridad nacional."
"Busca la 4T ser incluyente e igualitaria, señala Omar García",https://www.jornada.com.mx/2023/10/20/capital/035n2cap?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","El aspirante en el proceso interno de Morena y sus aliados para definir a quien coordinará los comités de defensa de la Cuarta Transformación en la Ciudad de México, Omar García Harfuch, expresó que la segunda etapa de ese movimiento busca ser incluyente e igualitaria, con un futuro con más oportunidades para las mujeres."
Embajador denuncia el genocidio de Israel contra los palestinos,https://www.jornada.com.mx/2023/10/20/politica/009n1pol?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","“Israel está llevando a cabo un genocidio de nuestro pueblo a la vista de la comunidad internacional”, denunció ayer el embajador de Palestina en México, Mohamed Saadat, quien agradeció que México haya adoptado una “postura equilibrada” ante el conflicto."
Exportaciones de crudo bajarán a 300 mil barriles,https://www.jornada.com.mx/2023/10/20/economia/022n3eco?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","La exportación de petróleo de Petróleos Mexicanos (Pemex) se reducirá el próximo año de un promedio actual de un millón de barriles diarios a casi 300 mil por día, debido a que el crudo que México dejará de vender al exterior se utilizará para la producción de combustibles orientados a satisfacer la demanda interna, declaró Miguel Ángel Maciel Torres, titular de la Secretaría de Energía (Sener)."
Houston sigue vivo y con paliza de 10-3 sobre Texas empata la serie,https://www.jornada.com.mx/2023/10/20/deportes/a10n1dep?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","Los maderos de Houston salieron encendidos y no iban a defraudar a su afición en el Globe Life Field, que enloqueció con los jonrones de José Abreu y Chas McCormick pa-ra impulsar las carreras que dieron la remontada y luego la victoria de su equipo por 10-3 sobre los Rangers de Texas para empatar la serie 2-2 por el campeonato de la Liga Americana."
Jaguares consigue agónico triunfo ante Santos,https://www.jornada.com.mx/2023/10/20/deportes/a10n2dep?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","Los Jaguares de Jacksonville son un equipo joven de la NFL con tan sólo 30 años de existencia, en los cuales las glorias han sido escasas. Esta temporada todo indica que buscan cambiar el sentido de su historia, tras imponerse ayer 31-24 a los Santos de Nueva Orleans, colocándose con un récord 5-2 en su favor, siendo líderes de la División Sur de la Conferencia Americana"
Preocupa  al sector  el nuevo gravamen,https://www.jornada.com.mx/2023/10/20/economia/025n4eco?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","Los negocios turísticos tienen una proyección a largo plazo y subir los impuestos a los grupos aeroportuarios para financiar el sistema que administran las fuerzas armadas haría menos rentables las empresas del sector, afirmó Braulio Arzuaga, presidente del Consejo Nacional Empresarial Turístico (CNET)."
Invade grupo parcela en Tláhuac; esperó a que su dueña saliera de casa,https://www.jornada.com.mx/2023/10/20/capital/035n3cap?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","Ejidatarios del poblado de Tlaltenco, en la alcaldía Tláhuac, alertaron sobre una nueva invasión a sus parcelas en la zona conocida como La Ciénega. Manifestaron que un grupo de personas aprovechó la salida de la propietaria para ocupar de manera ilegal los terrenos."
"Adiós a Óscar Valdés, compositor que deja un legado musical de profunda raigambre afro",https://www.jornada.com.mx/2023/10/20/espectaculos/a08n1esp?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","Originario del barrio rumbero de Pogolotti, en La Habana, Cuba, y considerado uno de los más grandes percusionistas de ese ritmo y el jazz afrocubano, Óscar Valdés, cantante, compositor y fundador de la legendaria banda Irakere, falleció ayer a los 85 años de edad, dejando un legado musical de profunda raigambre afro."
Cuba califica el bloqueo estadunidense de  “acto de genocidio”,https://www.jornada.com.mx/2023/10/20/mundo/029n3mun?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","La Habana., El canciller de Cuba, Bruno Rodríguez, calificó ayer al bloqueo impuesto por Estados Unidos de “acto de genocidio”, y denunció que las sanciones impuestas por esa nación contra la isla en el periodo transcurrido entre los meses de marzo de 2022 y febrero de este año causaron un perjuicio de 4 mil 800 millones de dólares."
Televisa-Univision trasmitirá los  Juegos de París 2024,https://www.jornada.com.mx/2023/10/20/deportes/a10n7dep?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","El COI confirmó a Televisa-Univision como emisora oficial para transmitir los Olímpicos de París 2024. Anunció que dicha empresa fue nombrada socio de derechos de transmisión en México, y que tendrá al menos 200 horas de cobertura."
Carlos Fernández-Vega: México SA,https://www.jornada.com.mx/2023/10/20/opinion/024o1eco?partner=rss,"Fri, 20 Oct 2023 09:23:20 GMT","La intención presidencial era    presentar un recuento de las interminables modificaciones a la Constitución y a las leyes secundarias realizadas por los seis gobiernos neoliberales (siempre de la mano del Legislativo y el Judicial), pero fue tal la magnitud que se convirtió en una narrativa de terror: al menos 136 “reformas” de fondo a favor de la oligarquía y tendientes a entregar los bienes de la nación al gran capital privado y saquear a los mexicanos."
El Fisgón,https://www.jornada.com.mx/2023/10/20/index.php?section=cartones&id=0&partner=rss,"Fri, 20 Oct 2023 09:23:21 GMT",HERENCIA DEL GUETO DE VARSOVIA
Prevé INE  aprobar paridad  próxima semana,https://www.reforma.com/preve-ine-aprobar-paridad-proxima-semana/ar2696668,"Fri, 20 Oct 2023 17:50:01 -0600","Luego que desecharan paridad en Gubernaturas por enredo en votación, INE prevé enmendar su error entre lunes y martes y aprobar acuerdo."
Explota Max Verstappen contra Checo Pérez,https://www.reforma.com/explota-max-verstappen-contra-checo-perez/ar2696678,"Fri, 20 Oct 2023 18:02:03 -0600",Max Verstappen le reclamó a Checo Pérez tras su participación en la Qualy del Gran Premio de Estados Unidos y donde saldrá sexto.
Aprehenden a dos policías  relacionados con caso Montserrat,https://www.reforma.com/aprehenden-a-dos-policias-relacionados-con-caso-montserrat/ar2696607,"Fri, 20 Oct 2023 16:38:51 -0600",Dos policías fueron detenidos en Hidalgo y Nuevo León por estar relacionados con el feminicidio de Montserrat Juárez.
David Bisbal presenta documental y anuncia show de 20 años,https://www.reforma.com/david-bisbal-presenta-documental-y-anuncia-show-de-20-anos/ar2696555,"Fri, 20 Oct 2023 14:47:49 -0600","David Bisbal presentó su documental en México, en el que comparte los pormenores de 20 años de carrera, y anunció show en el Auditorio."
Alertan por multas de $85 mil por no presentar contabilidad,https://www.reforma.com/alertan-por-multas-de-85-mil-por-no-presentar-contabilidad/ar2696611,"Fri, 20 Oct 2023 16:30:07 -0600","Los contribuyentes que no presenten de manera mensual su contabilidad pueden enfrentar una multa de hasta 85 mil 320 pesos, alertó la CCPM."
Nunca esperé que Fox me despidiera de esa forma.-Marín,https://www.reforma.com/nunca-espere-que-fox-me-despidiera-de-esa-forma-marin/ar2696581,"Fri, 20 Oct 2023 15:37:53 -0600","André Marín mostró su sorpresa por la manera en que se le despidió de Fox Sports, luego que la empresa afirmó que el periodista no avisó."
BMV cae a su nivel más bajo en un año,https://www.reforma.com/bmv-cae-a-su-nivel-mas-bajo-en-un-ano/ar2696593,"Fri, 20 Oct 2023 15:57:19 -0600","Bolsa Mexicana de Valores cerró este viernes en 48 mil 275.91 puntos tras caer 1.08% en el día, ubicándose en su nivel más bajo en un año."
Ventas al menudeo tienen su mayor baja en 5 meses,https://www.reforma.com/ventas-al-menudeo-tienen-su-mayor-baja-en-5-meses/ar2696389,"Fri, 20 Oct 2023 10:17:02 -0600","Ventas del comercio al por menor bajaron 0.35% en agosto, que significó su segunda caída a tasa mensual y su mayor revés en 5 meses."
Fed podría bajar las tasas hacia finales de 2024,https://www.reforma.com/fed-podria-bajar-las-tasas-hacia-finales-de-2024/ar2696335,"Fri, 20 Oct 2023 07:59:46 -0600","Raphael Bostic, jefe de la Reserva Federal de Atlanta, consideró que el banco central de EU podría bajar las tasas hacia finales de 2024."
"Pide Biden 106 mmdd para Ucrania, Israel y frontera",https://www.reforma.com/pide-biden-106-mmdd-para-ucrania-israel-y-frontera/ar2696384,"Fri, 20 Oct 2023 10:13:25 -0600","La Casa Blanca pidió al Congreso casi 106 mil millones de dólares para financiar a Ucrania, Israel y la seguridad en la frontera con México."
Se dispara el déficit presupuestal de Estados Unidos en el año fiscal 2023,https://expansion.mx/economia/2023/10/20/se-dispara-el-deficit-presupuestal-de-estados-unidos,"Sat, 21 Oct 2023 00:36:50 GMT","El Gobierno de Estados Unidos registra un déficit presupuestario de 1.695 billones de dólares en el año fiscal 2023, un aumento del 23% con respecto al mismo periodo del año anterior."
¿Qué países están en guerra en 2023?,https://expansion.mx/mundo/2023/10/20/que-paises-estan-en-guerra-2023,"Fri, 20 Oct 2023 23:23:48 GMT","Además del conflicto en Israel y la Franja de Gaza y la invasión rusa a Ucrania, hay decenas de guerras en varios continentes que se están llevando a cabo ahora."
Estas son las claves de las elecciones presidenciales de Argentina 2023,https://expansion.mx/mundo/2023/10/20/elecciones-en-argentina-2023,"Fri, 20 Oct 2023 23:13:26 GMT","El país sudamericano, cuya economía enfrenta una inflación de más de 100% anual, elegirá a su próximo gobierno en octubre. Esto son los detalles."
"Javier Milei, el ultraliberal que ha sacudido la política en Argentina",https://expansion.mx/mundo/2023/09/20/quien-es-javier-milei,"Fri, 20 Oct 2023 22:47:43 GMT",El economista libertario ha irrumpido sorprendió a los partidos del país sudamericano al convertirse en el candidato más votado de las elecciones primarias.
El costo operativo será el reto de Nu tras pedir licencia bancaria en México,https://expansion.mx/economia/2023/10/20/el-costo-operativo-sera-el-reto-de-nu-tras-pedir-licencia-bancaria-moodys,"Fri, 20 Oct 2023 22:41:47 GMT","Nu es el quinto emisor de tarjetas de crédito en el país y la licencia pondrá el piso parejo con la banca, a quienes se les exige elevados índices de capitalización, señala Moody's."
Carlos Romero Deschamps: el intocable líder petrolero,https://expansion.mx/empresas/2023/10/20/quien-fue-carlos-romero-deschamps,"Fri, 20 Oct 2023 22:28:18 GMT","Pese a las múltiples acusaciones de corrupción, el líder petrolero nunca fue procesado por la justicia."
Ualá hace alianza con Soriana para permitir depósitos en efectivo,https://expansion.mx/economia/2023/10/20/uala-hace-alianza-con-soriana-para-permitir-depositos-en-efectivo,"Fri, 20 Oct 2023 20:55:11 GMT","El CEO de la fintech con licencia bancaria informa que los clientes ahora podrán hacer depósitos en efectivo en las más de 1,000 tiendas Soriana en el país."
"Despúes del éxito de Super Mario Bros y Barbie, ¿qué sigue para los cines?",https://expansion.mx/empresas/2023/10/20/peliculas-mas-taquilleras-mexico-2023,"Fri, 20 Oct 2023 20:37:34 GMT",El estreno del filme inspirado en el videojuego y el fenómeno Barbenheimer motivaron a las personas a regresar a las salas. Ahora las cadenas tienen el reto de mantener las butacas ocupadas.
"Joe Biden pide 106,000 millones de dólares para Ucrania, Israel y frontera sur",https://expansion.mx/mundo/2023/10/20/joe-biden-pide-millones-dolares-israel-ucrania-frontera-sur,"Fri, 20 Oct 2023 19:59:08 GMT","El presidente solicita al Congreso recursos para financiar sus ambiciosos planes en estos territorios, pero no ofreció un plan para negociar con un legislativo dividido."
X (antes twitter) lanzará pronto suscripciones premium,https://expansion.mx/tecnologia/2023/10/20/x-lanzara-suscripciones-premium,"Fri, 20 Oct 2023 19:00:12 GMT","Este es uno más de los intentos de Elon Musk, el propietario de la red social, por monetizar la plataforma."
¿Trabajar gratis para ganar experiencia? Ahora los jóvenes lo piensan dos veces,https://expansion.mx/carrera/2023/10/20/trabajar-gratis-para-ganar-experiencia,"Fri, 20 Oct 2023 18:29:25 GMT","Las nuevas generaciones reevalúan la práctica del trabajo sin paga en busca de una compensación justa, aunque aún hay quienes creen que trabajar gratis tiene sus ventajas."
Chirey refrenda su compromiso con el desarrollo de nuevas tecnologías,https://expansion.mx/tecnologia/2023/10/20/chirey-refrenda-su-compromiso-con-el-desarrollo-de-nuevas-tecnologias,"Fri, 20 Oct 2023 18:22:16 GMT","En octubre, Chirey celebrará su Internacional User Summit 2023 para hablar del futuro de la movilidad a través de un nuevo patrón de desarrollo ecológico en la industria automotriz."
5G en México: sólo 2.8% de usuarios de telefonía migrarán a la nueva red en 2023,https://expansion.mx/empresas/2023/10/20/que-ha-pasado-con-5-g-en-mexico,"Fri, 20 Oct 2023 17:45:58 GMT","AT&amp;T y Telcel lideran el despliegue de la quinta generación en redes en México. Sin embargo, sólo 4 millones de usuarios están interesados en hacer la migración este año."
Hamás libera a dos rehenes estadounidenses,https://expansion.mx/mundo/2023/10/20/hamas-libera-dos-rehenes-estadounidenses,"Fri, 20 Oct 2023 17:38:59 GMT","Una mujer estadounidense y su hija son liberadas por “motivos humanitarios”, después de la mediación de Qatar. Israel confirma el anuncio, de acuerdo con medios locales."
